1.500000	1.967084
1.510000	1.895281
1.520000	1.826468
1.530000	1.767628
1.540000	1.704051
1.550000	1.643080
1.560000	1.584594
1.570000	1.528478
1.580000	1.474623
1.590000	1.422927
1.600000	1.373291
1.610000	1.325622
1.620000	1.279833
1.630000	1.235838
1.640000	1.193559
1.650000	1.152921
1.660000	1.113850
1.670000	1.076279
1.680000	1.040142
1.690000	1.005379
1.700000	0.971929
1.710000	0.939737
1.720000	0.908749
1.730000	0.878914
1.740000	0.850185
1.750000	0.822514
1.760000	0.795859
1.770000	0.770176
1.780000	0.745425
1.790000	0.721570
1.800000	0.698572
1.810000	0.676398
1.820000	0.655014
1.830000	0.634389
1.840000	0.614492
1.850000	0.595293
1.860000	0.576767
1.870000	0.558886
1.880000	0.541624
1.890000	0.524958
1.900000	0.508865
1.910000	0.493322
1.920000	0.478309
1.930000	0.463805
1.940000	0.449790
1.950000	0.436247
1.960000	0.423157
1.970000	0.410503
1.980000	0.398269
1.990000	0.386440
2.000000	0.375000
2.010000	0.363935
2.020000	0.353231
2.030000	0.342876
2.040000	0.332856
2.050000	0.323159
2.060000	0.313774
2.070000	0.304689
2.080000	0.295894
2.090000	0.287378
2.100000	0.279131
2.110000	0.271144
2.120000	0.263408
2.130000	0.255914
2.140000	0.248654
2.150000	0.241619
2.160000	0.234801
2.170000	0.228194
2.180000	0.221789
2.190000	0.215580
2.200000	0.209561
2.210000	0.203724
2.220000	0.198064
2.230000	0.192575
2.240000	0.187251
2.250000	0.182086
2.260000	0.177076
2.270000	0.172214
2.280000	0.167496
2.290000	0.162918
2.300000	0.158475
2.310000	0.154162
2.320000	0.149976
2.330000	0.145911
2.340000	0.141965
2.350000	0.138132
2.360000	0.134411
2.370000	0.130797
2.380000	0.127286
2.390000	0.123876
2.400000	0.120563
2.410000	0.117345
2.420000	0.114217
2.430000	0.111178
2.440000	0.108225
2.450000	0.105354
2.460000	0.102564
2.470000	0.099852
2.480000	0.096996
2.490000	0.094439
2.500000	0.091954
